rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-93-5p|0_MIMAT0000093,19.4521718809993,-0.793539192867906,0.268665842793934,-2.95362888194369,0.00314061437229064,0.0426226236239444
Endogenous1_hsa-miR-1246|0.005_MIMAT0005898,116.492298122193,-0.818343021538949,0.278715817660214,-2.93611976675326,0.00332345980146931,0.0438512057138311
Endogenous1_hsa-miR-487b-5p|0_MIMAT0026614,14.5201207687246,0.759515653953782,0.260495736146246,2.91565484022886,0.00354942932162069,0.0455669980478332
Endogenous1_hsa-miR-203a-5p|0_MIMAT0031890,18.3761358209387,0.656254948897039,0.226871826216843,2.89262426207913,0.00382038025911613,0.0477547532389516
Endogenous1_hsa-miR-1272|0_MIMAT0005925,12.288806294088,0.702502763059844,0.244950686567057,2.86793547266719,0.00413159788409328,0.0499998568261896
Endogenous1_hsa-miR-888-5p|0_MIMAT0004916,20.3657718623245,0.638384467434249,0.223059741733681,2.86194390109373,0.00421051425904755,0.0499998568261896
Endogenous1_hsa-miR-1285-5p|0_MIMAT0022719,24.997398841038,0.600989719468309,0.214186884311644,2.80591279620028,0.00501742689039756,0.05812872616924
Endogenous1_hsa-miR-186-5p|0_MIMAT0000456,18.1302970221293,0.680605893646504,0.246298981577358,2.76333214732655,0.00572145115114194,0.0635330336084584
Endogenous1_hsa-miR-543|0_MIMAT0004954,18.5242901018818,0.616140737182511,0.22405888699308,2.74990537287432,0.00596124768941203,0.0635330336084584
Endogenous1_hsa-miR-33b-5p|0_MIMAT0003301,21.8621400709579,0.654214771213793,0.238804918704836,2.73953641642703,0.00615258983913363,0.0635330336084584
Endogenous1_hsa-miR-454-3p|0_MIMAT0003885,18.7427340634878,0.68604380571254,0.252468056397893,2.71734894109268,0.00658071874651537,0.0635330336084584
Endogenous1_hsa-miR-1224-5p|0_MIMAT0005458,5.17394192107802,-0.781405013624016,0.287695775667546,-2.71608094283243,0.00660597651572379,NA
Endogenous1_hsa-miR-423-5p|0_MIMAT0004748,26.5710892016642,-0.687377936134555,0.253136865652737,-2.71543986436779,0.00661877956453342,0.0635330336084584
Endogenous1_hsa-miR-130a-3p|0_MIMAT0000425,13.1953542966148,-0.730792119696435,0.269383597792591,-2.71283079476539,0.00667111606964717,0.0635330336084584
Endogenous1_hsa-miR-1281|0_MIMAT0005939,12.8482885405678,0.694395931121983,0.256075836875579,2.71168080360262,0.00669430216531373,0.0635330336084584
Endogenous1_hsa-miR-876-5p|0_MIMAT0004924,12.7647854040718,0.674484397793404,0.250152850882713,2.69628907051571,0.00701167890107481,0.0635330336084584
Endogenous1_hsa-let-7d-5p|0_MIMAT0000065,10.0874832230778,-0.704115093619694,0.261680876704232,-2.69073958513036,0.00712938224633132,0.0635330336084584
Endogenous1_hsa-miR-378h|0_MIMAT0018984,14.0667653450715,0.639096392549653,0.237659770499461,2.68912315789307,0.00716399829878275,0.0635330336084584
